stove_id,sales_reference,sales_orders
101080224,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080056,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080006,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088139,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088226,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088192,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088189,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088140,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088142,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088221,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088212,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088190,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088184,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088188,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080051,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088225,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080048,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080420,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088146,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080215,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088185,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080465,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080018,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088215,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080470,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080207,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080165,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080485,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080466,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080079,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080461,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080408,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080205,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080414,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080362,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080277,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080462,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080472,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080136,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080053,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080405,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088217,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088138,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080078,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088054,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080789,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101081000,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088046,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088056,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088159,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088058,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080106,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088120,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101080464,TR-E26CDF,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101026948,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101026949,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101026950,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101026951,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101026952,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101026979,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101026980,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101026981,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101026982,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101026983,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101026984,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101026985,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101026986,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101026987,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101026988,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101026989,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101026990,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101026991,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101026992,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101026993,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101026994,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101026995,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101026996,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101026997,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101026998,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101026999,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101027000,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101074101,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101074102,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101074382,TR-50DA8D,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-16""}"
101088065,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088158,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088050,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088082,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088047,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088055,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088165,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088116,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088119,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088090,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088091,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088156,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088076,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088081,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088111,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088227,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088057,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088110,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088045,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088087,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088162,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088121,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088048,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088153,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088107,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088059,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088053,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088161,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088164,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088075,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088049,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088157,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088077,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088086,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088115,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088080,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088083,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088152,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088114,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088078,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088084,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088092,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088113,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088085,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088118,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088117,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088089,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088088,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088166,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101088079,TR-6AEC85,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-16""}"
101090774,TR-67A098,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-10""}"
101090744,TR-67A098,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-10""}"
101090748,TR-67A098,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-10""}"
101090749,TR-53D261,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-10""}"
101090770,TR-53D261,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-10""}"
101090666,TR-53D261,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-10""}"
101090790,TR-53D261,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-10""}"
101089128,TR-6948FE,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-16""}"
101089131,TR-6948FE,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-16""}"
101089137,TR-6948FE,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-16""}"
101089132,TR-6948FE,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-16""}"
101089123,TR-6948FE,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-16""}"
101089134,TR-6948FE,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-16""}"
101089130,TR-6948FE,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-16""}"
101089026,TR-B1416F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-16""}"
101081915,TR-B1416F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-16""}"
101089029,TR-B1416F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-16""}"
101089043,TR-B1416F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-16""}"
101081678,TR-B1416F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-16""}"
101081914,TR-B1416F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-16""}"
101086364,TR-B1416F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-16""}"
101081291,TR-B1416F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-16""}"
101090606,TR-B1416F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-16""}"
101086457,TR-B1416F,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-16""}"
101042605,TR-8D2044,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-10-15""}"
101042541,TR-8D2044,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-10-15""}"
101042520,TR-8D2044,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-10-15""}"
101042608,TR-8D2044,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-10-15""}"
101042533,TR-8D2044,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-10-15""}"
101042606,TR-8D2044,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-10-15""}"
101042942,TR-8D2044,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-10-15""}"
101042499,TR-8D2044,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-10-15""}"
101042542,TR-8D2044,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-10-15""}"
101042603,TR-4BC631,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-10-16""}"
101042950,TR-4BC631,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-10-16""}"
101042657,TR-4BC631,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-10-16""}"
101042711,TR-4BC631,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-10-16""}"
101042664,TR-4BC631,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-10-16""}"
101042525,TR-4BC631,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-10-16""}"
101042721,TR-4BC631,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-10-16""}"
101042656,TR-4BC631,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-10-16""}"
101042574,TR-4BC631,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-10-16""}"
101042653,TR-4BC631,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-10-16""}"
101042652,TR-DE745D,"{""factories"": {""factory_location"": ""Gombe""}, ""sales_date"": ""2025-10-20""}"
101027161,TR-B2716B,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-22""}"
101027164,TR-B2716B,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-22""}"
101027165,TR-B2716B,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-22""}"
101027166,TR-B2716B,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-22""}"
101027167,TR-B2716B,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-22""}"
101027168,TR-B2716B,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-22""}"
101027169,TR-B2716B,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-22""}"
101027170,TR-B2716B,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-22""}"
101027171,TR-B2716B,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-22""}"
101027172,TR-B2716B,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-22""}"
101027173,TR-B2716B,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-22""}"
101027174,TR-B2716B,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-22""}"
101027175,TR-B2716B,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-22""}"
101027176,TR-B2716B,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-22""}"
101027177,TR-B2716B,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-22""}"
101027178,TR-B2716B,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-22""}"
101027179,TR-B2716B,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-22""}"
101027180,TR-B2716B,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-22""}"
101027181,TR-B2716B,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-22""}"
101027182,TR-B2716B,"{""factories"": {""factory_location"": ""Keffi""}, ""sales_date"": ""2025-10-22""}"
101089399,TR-F1200B,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-17""}"
101089107,TR-F1200B,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-17""}"
101089112,TR-F1200B,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-17""}"
101089401,TR-F1200B,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-17""}"
101089114,TR-F1200B,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-17""}"
101089452,TR-FDD201,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-21""}"
101089115,TR-FDD201,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-21""}"
101089624,TR-38947A,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-22""}"
101089636,TR-38947A,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-22""}"
101089585,TR-38947A,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-22""}"
101089622,TR-38947A,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-22""}"
101089635,TR-38947A,"{""factories"": {""factory_location"": ""Kano""}, ""sales_date"": ""2025-10-22""}"
101088130,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088061,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088123,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088135,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088099,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088025,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088072,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088124,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088071,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088178,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088136,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088177,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088201,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088029,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088180,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088019,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088129,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088174,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088062,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088122,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088179,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088063,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088070,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088068,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088018,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088131,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088134,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088015,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088026,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088016,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088334,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088017,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088074,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088344,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
101088335,TR-1DF68A,"{""factories"": {""factory_location"": ""Ibadan""}, ""sales_date"": ""2025-10-23""}"
